distribution,n,time_avg
uniform_small,100,0.2723539034217704
uniform_small,1000,3.0444536200124888
uniform_small,10000,74.61445261761237
skewed,100,0.2631305239720666
skewed,1000,3.0363421274592106
skewed,10000,74.47452639739596
outlier,100,0.2468230465189976
outlier,1000,3.074512951397467
outlier,10000,74.0526434926164
