distribution,method,max_bits,n,compress_time_avg,decompress_time_avg,get_time_avg
uniform_small,method1,14,1000,1.2510047132049553,0.9596774283896333,2.695300000985818
uniform_small,method2,14,1000,1.594613428876203,1.0820491443155333,2.116745855476308
uniform_small,method1,16,1000,1.1282041398642053,0.8445889980066568,2.2323627157935073
uniform_small,method2,16,1000,2.4591768555442934,1.7071571408970547,2.1225622892546068
uniform_small,method1,18,1000,1.1974962835665792,0.910858717231479,2.32169971526933
uniform_small,method2,18,1000,2.5796830013860017,1.6168529941101693,2.1398432831379717
uniform_small,method1,20,1000,0.8772045714847211,0.7788585686025077,1.8361541463361521
uniform_small,method2,20,1000,2.8435027156124955,1.8237320016071732,2.318526857249838
uniform_small,method1,4,10000,11.811297287100128,5.143801569439737,1.5703384248938943
uniform_small,method2,4,10000,23.550379000620783,4.721741287669699,1.4496827165463142
uniform_small,method1,6,10000,11.807166854850948,5.9123235675672605,1.6281970019917935
uniform_small,method2,6,10000,31.990892711162033,5.779914713847185,1.5171794283170519
uniform_small,method1,8,10000,12.991373285850775,6.737985573376396,1.7383067170158029
uniform_small,method2,8,10000,41.507857859999476,6.606903712963685,1.4815204319477613
uniform_small,method1,10,10000,14.22073771495239,7.493677143689378,1.6021959995019384
uniform_small,method2,10,10000,57.06142428555592,8.451009998680092,1.5059352860719497
uniform_small,method1,12,10000,15.347833994642965,8.233743715598914,1.6159444265732807
uniform_small,method2,12,10000,60.834442855723736,9.342352572795269,1.6408484287759555
uniform_small,method1,14,10000,17.04236028516399,9.113233573901068,1.6380147135350853
uniform_small,method2,14,10000,56.75414285672429,8.505585426714138,1.4966158591310628
uniform_small,method1,16,10000,18.99476942864047,9.99839028684489,1.6710295707785658
uniform_small,method2,16,10000,103.02505756720036,15.719269283830988,1.5149844278182303
uniform_small,method1,18,10000,21.034760284237564,11.094477572312046,1.7044235719367862
uniform_small,method2,18,10000,103.09147628764289,15.716804852542866,1.538810143496708
uniform_small,method1,20,10000,23.542865713742295,12.311120424003873,1.7275510014899607
uniform_small,method2,20,10000,102.95233242920533,15.918485855633792,1.5015552863977584
skewed,method1,4,100,0.06992114192274,0.05611228698398918,1.7762501437183735
skewed,method2,4,100,0.10047157203579056,0.08063671495100218,2.264718997009498
skewed,method1,6,100,0.08138500353587526,0.059574717722300975,1.8425495737964022
skewed,method2,6,100,0.0881098593319101,0.08166428389293807,1.9256202857442466
skewed,method1,8,100,0.10188842757738062,0.08113557123579085,2.217307429028941
skewed,method2,8,100,0.12463657393319799,0.13648943110768283,2.1040945721324533
skewed,method1,10,100,0.15691300255379506,0.10072085673787765,3.386936998660011
skewed,method2,10,100,0.15498771556719607,0.1612232840021274,2.4667398538440466
skewed,method1,12,100,0.12686157008699542,0.08972585783340037,2.3182875717923577
skewed,method2,12,100,0.09840642867077674,0.09228999884466507,1.7107988553886702
skewed,method1,14,100,0.1193085647953142,0.09047414641827345,2.3750384300780882
skewed,method2,14,100,0.08331042980509144,0.08067642504881535,1.4259170004931678
skewed,method1,16,100,0.12248128768987954,0.09526314222187336,2.3276658549938083
skewed,method2,16,100,0.17789556919264474,0.19559514060217356,2.3919101430302754
skewed,method1,18,100,0.13433471446790332,0.09219042840413749,2.3339021468668113
skewed,method2,18,100,0.18732414589196975,0.1927715722039076,2.3276860010810196
skewed,method1,20,100,0.1428150010594566,0.11983728576784156,2.7911618609713122
skewed,method2,20,100,0.15871899709704199,0.17296657357032277,2.261705858732707
skewed,method1,4,1000,0.9677790013873684,0.6669132853858173,2.342801570193842
skewed,method2,4,1000,1.1571084282227926,0.698680999838481,2.1652951462393895
skewed,method1,6,1000,1.0666841387449364,0.7101448552150812,2.4184094280436903
skewed,method2,6,1000,1.4747959960784232,0.8682551456981206,2.299200855694445
skewed,method1,8,1000,1.121040144685789,0.8843485723316137,2.4364985708546425
skewed,method2,8,1000,1.244739138720823,0.8128114319073835,1.8510699987278454
skewed,method1,10,1000,1.0302271444483526,0.7693305711394974,2.346323713676871
skewed,method2,10,1000,1.7719600021207174,1.0904898559342004,2.0847090012726506
skewed,method1,12,1000,1.0307957148013105,0.7551627142155277,2.209304998229657
